statReviewAvailable,PPAReviewAvailable,Name,appType,PPAReviewLink,Company,reviewAvailable,marketStat,appNo,approvDate,reviewPageLink,sumReviewAvailable,PatientPopulationAltered,medReviewAvailable
-,False,RIFATER,NDA,-,SANOFI AVENTIS US,False,Prescription,50705,1994-05-31,-,-,False,-
-,-,RIFAMPIN,ANDA,-,WATSON PHARMS INC,-,Prescription,206736,2016-01-19,-,-,-,-
-,-,RIFAMATE,ANDA,-,SANOFI AVENTIS US,-,Prescription,61884,1975-07-11,-,-,-,-
-,-,RIFAMPIN,ANDA,-,HIKMA PHARMS,-,Prescription,205039,2016-03-03,-,-,-,-
-,-,RIFAMPIN,ANDA,-,EMCURE PHARMS LTD,-,Prescription,204101,2014-08-18,-,-,-,-
-,-,RIFAMPIN,ANDA,-,FRESENIUS KABI USA,-,Prescription,91181,2014-08-21,-,-,-,-
-,-,RIFAMPIN,ANDA,-,LUPIN PHARMS,-,Prescription,90034,2013-08-21,-,-,-,-
-,-,RIFAMPIN,ANDA,-,VERSAPHARM INC,-,Prescription,65502,2010-09-21,-,-,-,-
-,-,RIFAMPIN,ANDA,-,MYLAN LABS LTD,-,Prescription,65421,2008-05-22,-,-,-,-
-,-,RIFAMPIN,ANDA,-,LANNETT,-,Prescription,65390,2008-03-28,-,-,-,-
-,-,RIFAMPIN,ANDA,-,VERSAPHARM,-,Prescription,65028,2001-03-14,-,-,-,-
-,-,RIFAMPIN,ANDA,-,EUROHLTH INTL SARL,-,Prescription,64217,1999-10-29,-,-,-,-
-,-,RIFAMPIN,ANDA,-,SANDOZ,-,Prescription,64150,1997-05-28,-,-,-,-
-,-,RIFADIN,ANDA,-,SANOFI AVENTIS US,-,Prescription,62303,1981-07-15,-,-,-,-
-,-,RIFABUTIN,ANDA,-,LUPIN LTD,-,Prescription,90033,2014-02-24,-,-,-,-
-,False,RIFADIN,NDA,-,SANOFI AVENTIS US,False,Prescription,50627,1989-05-25,-,-,False,-
-,False,RIFADIN,NDA,-,SANOFI AVENTIS US,False,Prescription,50420,1971-05-21,-,-,False,-
-,-,RID MOUSSE,NDA,-,BAYER HEALTHCARE LLC,-,Discontinued,21043,2000-03-07,-,-,-,-
-,False,RIDAURA,NDA,-,SEBELA IRELAND LTD,False,Prescription,18689,1985-05-24,-,-,False,-
-,-,RIBAVIRIN,ANDA,-,NAVINTA LLC,-,Prescription,207366,2016-10-06,-,-,-,-
-,-,RIBAVARIN,ANDA,-,AUROBINDO PHARMA,-,Prescription,79117,2009-09-17,-,-,-,-
-,-,RIBAVIRIN,ANDA,-,SANDOZ INC,-,Prescription,202546,2014-08-12,-,-,-,-
-,-,RIBAVIRIN,ANDA,-,AUROBINDO PHARMA,-,Prescription,79111,2009-09-17,-,-,-,-
-,-,RIBAVIRIN,ANDA,-,SANDOZ,-,Prescription,77743,2006-10-03,-,-,-,-
-,-,RIBAVIRIN,ANDA,-,TEVA PHARMS,-,None (Tentative Approval),77611,-,-,-,-,-
-,-,RIBAVIRIN,ANDA,-,THREE RIVERS PHARMS,-,Prescription,77456,2005-12-05,-,-,-,-
-,-,RIBAVIRIN,ANDA,-,ZYDUS PHARMS USA,-,Prescription,77224,2005-10-28,-,-,-,-
-,-,RIBAVIRIN,ANDA,-,ZYDUS PHARMS USA,-,Prescription,77094,2005-12-05,-,-,-,-
-,-,RIBAVIRIN,ANDA,-,TEVA,-,Prescription,77053,2005-12-05,-,-,-,-
-,-,RIBAVIRIN,ANDA,-,TEVA,-,Prescription,76277,2004-10-04,-,-,-,-
-,-,RIBAVIRIN,ANDA,-,SANDOZ,-,Prescription,76192,2004-04-06,-,-,-,-
-,-,RIBASPHERE,ANDA,-,THREE RIVERS PHARMS,-,Prescription,76203,2004-04-06,-,-,-,-
-,-,RHINOCORT,-,-,-,-,Discontinued,20233,-,-,-,-,-
True,False,RHINOCORT ALLERGY,NDA,-,ASTRAZENECA PHARMS,True,Prescription,20746,1999-10-01,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20746_Rhinocort.cfm,False,False,True
-,-,REZULIN,NDA,-,PFIZER PHARMS,-,Discontinued,20720,1997-01-29,-,-,-,-
-,-,REZIPAS,NDA,-,BRISTOL MYERS SQUIBB,-,Discontinued,9052,-,-,-,-,-
True,False,REZIRA,NDA,-,CYPRESS PHARM,True,Prescription,22442,2011-06-08,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/022442_rezira_toc.cfm,True,False,True
True,False,REYATAZ,NDA,-,BRISTOL MYERS SQUIBB,True,Prescription,206352,2014-06-02,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/206352Orig1s000_021567Orig1s035TOC.cfm,True,False,True
True,False,REXULTI,NDA,-,OTSUKA PHARM CO LTD,True,Prescription,205422,2015-07-10,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/205422s000TOC.cfm,True,False,True
-,-,REYATAZ,NDA,-,BRISTOL MYERS SQUIBB,-,Discontinued,21567,2003-06-20,-,-,-,-
-,-,REVONTO,ANDA,-,US WORLDMEDS,-,Prescription,78378,2007-07-24,-,-,-,-
False,False,REVLIMID,NDA,-,CELGENE,True,Prescription,21880,2005-12-27,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021880s000_RevlimidTOC.cfm,False,False,True
-,False,REVIA,NDA,-,TEVA WOMENS,False,Prescription,18932,1984-11-20,-,-,False,-
-,-,REVEX,NDA,-,EUROHLTH INTL SARL,-,Discontinued,20459,1995-04-17,-,-,-,-
-,-,REVERSOL,ANDA,-,ORGANON USA INC,-,Discontinued,89624,1988-05-13,-,-,-,-
-,-,RETROVIR,-,-,-,-,Discontinued,20518,-,-,-,-,-
-,False,RETROVIR,NDA,-,VIIV HLTHCARE,False,Prescription,19951,1990-02-02,-,-,False,-
True,False,REVATIO,NDA,-,PFIZER,True,Prescription,203109,2012-08-30,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/203109_revatio_toc.cfm,True,False,True
-,False,RETROVIR,NDA,-,VIIV HLTHCARE,False,Prescription,19910,1989-09-28,-,-,True,-
-,False,RETROVIR,NDA,-,VIIV HLTHCARE,False,Prescription,19655,1987-03-19,-,-,False,-
False,False,REVATIO,NDA,-,PFIZER,True,Prescription,22473,2009-11-18,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022473_revatio_toc.cfm,True,False,True
True,False,REVATIO,NDA,-,PFIZER,True,Prescription,21845,2005-06-03,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021845s000_RevatioTOC.cfm,False,False,True
-,False,RETIN-A-MICRO,NDA,-,VALEANT INTL,False,Prescription,20475,1997-02-07,-,-,False,-
True,False,RETISERT,NDA,-,BAUSCH AND LOMB,True,Prescription,21737,2005-04-08,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021737s000TOC.cfm,False,False,True
-,False,RETIN-A MICRO,NDA,-,VALEANT INTL,False,Prescription,20475,1997-02-07,-,-,False,-
-,False,RETIN-A,NDA,-,VALEANT BERMUDA,False,Prescription,19049,1988-09-16,-,-,False,-
-,False,RETIN-A,NDA,-,VALEANT INTL,False,Prescription,17955,1978-10-17,-,-,False,-
-,False,RETIN-A,NDA,-,VALEANT INTL,False,Prescription,17579,1975-04-18,-,-,False,-
-,False,RETIN-A,NDA,-,VALEANT BERMUDA,False,Prescription,17522,1974-07-19,-,-,False,-
-,False,RETIN-A,NDA,-,VALEANT PHARMS NORTH,False,Prescription,17340,1973-01-26,-,-,False,-
-,False,RETIN-A,NDA,-,VALEANT INTL,False,Prescription,16921,1971-10-20,-,-,False,-
-,-,RETET,ANDA,-,SOLVAY,-,Discontinued,61443,-,-,-,-,-
-,False,RESTORIL,NDA,-,MALLINCKRODT INC,False,Prescription,18163,1981-02-27,-,-,False,-
-,-,RESPORAL,ANDA,-,PIONEER PHARMS,-,Discontinued,89139,-,-,-,-,-
True,False,RESTASIS,NDA,-,ALLERGAN,True,Prescription,50790,2002-12-23,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-023_Restasis.cfm,False,False,True
-,-,"RESERPINE, HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",-,-,-,-,Discontinued,85549,-,-,-,-,-
-,-,"RESERPINE, HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",-,-,-,-,Discontinued,87556,-,-,-,-,-
-,-,"RESERPINE, HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",-,-,-,-,Discontinued,88376,-,-,-,-,-
-,-,"RESERPINE, HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",-,-,-,-,Discontinued,88570,-,-,-,-,-
-,-,"RESERPINE, HYDROCHLOROTHIAZIDE, AND HYDRALAZINE HYDROCHLORIDE",ANDA,-,LEDERLE,-,Discontinued,87709,-,-,-,-,-
-,-,RESERPINE AND HYDROFLUMETHIAZIDE,-,-,-,-,Discontinued,88907,-,-,-,-,-
-,-,RESERPINE AND HYDROFLUMETHIAZIDE,-,-,-,-,Discontinued,88932,-,-,-,-,-
-,-,RESERPINE AND HYDROCHLOROTHIAZIDE,-,-,-,-,Discontinued,84579,-,-,-,-,-
-,-,RESERPINE AND HYDROCHLOROTHIAZIDE,-,-,-,-,Discontinued,84580,-,-,-,-,-
-,-,RESERPINE AND HYDROCHLOROTHIAZIDE,-,-,-,-,Discontinued,88200,-,-,-,-,-
-,-,RESERPINE AND HYDROCHLOROTHIAZIDE-50,ANDA,-,WEST WARD,-,Discontinued,88189,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,9627,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,9663,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,9667,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,9859,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,10441,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,11185,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,80393,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,80446,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,80457,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,80492,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,80525,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,80582,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,80637,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,80679,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,80721,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,80723,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,80749,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,80753,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,80975,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,83058,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,83145,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,84663,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,84974,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,85207,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,85401,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,85775,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,86117,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,89019,-,-,-,-,-
-,-,RESERPINE,-,-,-,-,Discontinued,89020,-,-,-,-,-
-,False,RESERPINE,NDA,-,SANDOZ,False,Prescription,9838,-,-,-,False,-
-,False,RESECTISOL IN PLASTIC CONTAINER,NDA,-,B BRAUN,False,Prescription,16772,1978-02-10,-,-,False,-
-,-,RESECTISOL,NDA,-,B BRAUN,-,Discontinued,16704,1969-11-18,-,-,-,-
-,-,RESCULA,NDA,-,SUCAMPO PHARMA LLC,-,Discontinued,21214,2000-08-03,-,-,-,-
-,False,RESCRIPTOR,NDA,-,VIIV HLTHCARE,False,Prescription,20705,1997-04-04,-,-,False,-
True,False,REQUIP XL,NDA,-,GLAXOSMITHKLINE LLC,True,Prescription,22008,2008-07-01,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/022008_requip_toc.cfm,False,False,True
-,-,REPRONEX,NDA,-,FERRING,-,Discontinued,21047,1999-08-27,-,-,-,-
True,False,REQUIP,NDA,-,GLAXOSMITHKLINE LLC,True,Prescription,20658,1997-09-19,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020658_requip_toc.cfm,False,False,True
-,-,REPREXAIN,ANDA,-,AMNEAL PHARMS NY,-,Prescription,76642,2004-03-18,-,-,-,-
-,-,REPAGLINIDE AND METFORMIN HYDROCHLORIDE,ANDA,-,LUPIN LTD,-,Prescription,200624,2015-07-15,-,-,-,-
True,False,REPATHA,BLA,-,AMGEN INC,True,Prescription,125522,2015-08-27,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/125522Orig1s000TOC.cfm,True,False,True
-,-,REPAGLINIDE,ANDA,-,AUROBINDO PHARMA LTD,-,Prescription,203820,2014-01-22,-,-,-,-
-,-,REPAGLINIDE,ANDA,-,PADDOCK LLC,-,Prescription,201189,2014-01-22,-,-,-,-
-,False,REOPRO,BLA,-,CENTOCOR INC,False,Prescription,103575,1993-12-16,-,-,False,-
-,-,REPAGLINIDE,ANDA,-,STANDARD CHEM PHARM,-,Prescription,91517,2015-04-24,-,-,-,-
-,-,REPAGLINIDE,ANDA,-,MYLAN PHARMS INC,-,Prescription,90252,2014-01-22,-,-,-,-
-,-,REPAGLINIDE,ANDA,-,ACTAVIS TOTOWA,-,Prescription,90008,2014-01-22,-,-,-,-
-,-,REPAGLINIDE,ANDA,-,SANDOZ INC,-,Prescription,78555,2014-01-22,-,-,-,-
-,-,REPAGLINIDE,ANDA,-,SUN PHARM INDS INC,-,None (Tentative Approval),77571,2013-07-11,-,-,-,-
-,-,REPAGLINIDE,ANDA,-,SUN PHARM INDS INC,-,None (Tentative Approval),77571,2013-07-11,-,-,-,-
-,-,RENOVUE-DIP,NDA,-,BRACCO,-,Discontinued,17903,1978-07-25,-,-,-,-
False,False,RENVELA,NDA,-,GENZYME,True,Prescription,22318,2009-08-12,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022318s000_renvela_toc.cfm,True,False,True
False,False,RENVELA,NDA,-,GENZYME,True,Prescription,22127,2007-10-19,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/022127s000TOC.cfm,True,False,True
-,-,RENOVUE-65,NDA,-,BRACCO,-,Discontinued,17902,1978-07-25,-,-,-,-
-,False,RENOVIST,NDA,-,BRACCO,False,Prescription,10040,1955-08-02,-,-,False,-
-,False,RENOVIST,NDA,-,BRACCO,False,Prescription,10040,1955-08-02,-,-,False,-
-,-,RENOTEC,NDA,-,BRACCO,-,Discontinued,17045,1974-07-08,-,-,-,-
True,False,RENOVA,NDA,-,VALEANT PHARMS NORTH,True,Prescription,21108,2000-08-31,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21-108_Renova.cfm,False,False,True
-,False,RENOVA,NDA,-,VALEANT PHARMS NORTH,False,Prescription,19963,1995-12-29,-,-,False,-
-,-,RENORMAX,NDA,-,SCHERING,-,Discontinued,20240,1994-12-29,-,-,-,-
-,-,RENOQUID,NDA,-,GLENWOOD,-,Discontinued,17569,1975-09-12,-,-,-,-
-,False,RENOGRAFIN-60,NDA,-,BRACCO,False,Prescription,10040,1955-08-02,-,-,False,-
-,False,RENOGRAFIN-60,NDA,-,BRACCO,False,Prescription,10040,1955-08-02,-,-,False,-
-,-,RENOCAL-76,ANDA,-,BRACCO,-,Discontinued,89347,1988-06-01,-,-,-,-
-,False,RENO-DIP,NDA,-,BRACCO,False,Prescription,10040,1955-08-02,-,-,False,-
-,False,RENO-60,NDA,-,BRACCO,False,Prescription,10040,1955-08-02,-,-,False,-
-,False,RENO-30,NDA,-,BRACCO,False,Prescription,10040,1955-08-02,-,-,False,-
-,-,RENESE-R,NDA,-,PFIZER,-,Discontinued,13636,1963-10-15,-,-,-,-
-,-,RENESE,NDA,-,PFIZER,-,Discontinued,12845,1961-09-26,-,-,-,-
-,-,RENAMIN W/O ELECTROLYTES,NDA,-,BAXTER HLTHCARE,-,Discontinued,17493,1976-03-24,-,-,-,-
-,-,RENAGEL,-,-,-,-,Discontinued,20926,-,-,-,-,-
-,False,RENACIDIN,NDA,-,UNITED GUARDIAN,False,Prescription,19481,1990-10-02,-,-,False,-
False,False,RENAGEL,NDA,-,GENZYME,True,Prescription,21179,2000-07-12,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21-179_Renagel.cfm,False,False,False
-,-,REMSED,ANDA,-,BRISTOL MYERS SQUIBB,-,Discontinued,83176,-,-,-,-,-
True,False,REMODULIN,NDA,-,UNITED THERAP,True,Prescription,21272,2002-05-21,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-272_Remodulin.cfm,False,False,True
-,False,REMERON,NDA,-,ORGANON USA INC,False,Prescription,20415,1996-06-14,-,-,False,-
False,False,REMERON SOLTAB,NDA,-,ORGANON USA INC,True,Prescription,21208,2001-01-12,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/021208_remeron.cfm,False,False,True
-,False,RELISTOR,NDA,-,SALIX PHARMS INC,False,Prescription,208271,2016-07-19,-,-,False,-
False,False,RELPAX,NDA,-,PFIZER IRELAND,True,Prescription,21016,2002-12-26,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21016_Relpax.cfm,False,False,True
True,False,RELISTOR,NDA,-,SALIX PHARMS,True,Prescription,21964,2008-04-24,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021964s000TOC.cfm,True,False,True
True,False,RELENZA,NDA,-,GLAXOSMITHKLINE,True,Prescription,21036,1999-07-26,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/21036.cfm,False,False,True
-,-,RELAFEN,NDA,-,SMITHKLINE BEECHAM,-,Discontinued,19583,1991-12-24,-,-,-,-
-,-,RELA,NDA,-,SCHERING,-,Discontinued,12155,-,-,-,-,-
-,-,REGULAR PURIFIED PORK INSULIN,NDA,-,NOVO NORDISK INC,-,Discontinued,18381,1980-03-17,-,-,-,-
-,-,REGULAR INSULIN,NDA,-,NOVO NORDISK INC,-,Discontinued,17926,-,-,-,-,-
-,-,REGULAR ILETIN II (PORK),NDA,-,LILLY,-,Discontinued,18344,1979-12-05,-,-,-,-
-,-,REGULAR ILETIN II,NDA,-,LILLY,-,Discontinued,18478,1980-06-12,-,-,-,-
-,-,REGROTON,NDA,-,SANOFI AVENTIS US,-,Discontinued,15103,1964-05-08,-,-,-,-
-,False,REGONOL,NDA,-,SANDOZ,False,Prescription,17398,1973-08-14,-,-,False,-
-,-,REGLAN,-,-,-,-,Discontinued,17862,-,-,-,-,-
-,-,REGLAN,-,-,-,-,Discontinued,18821,-,-,-,-,-
-,-,REGLAN ODT,NDA,-,MEDA PHARMS,-,Discontinued,21793,2005-06-10,-,-,-,-
-,False,REGLAN,NDA,-,ANI PHARMS,False,Prescription,17854,1980-12-30,-,-,False,-
-,False,REGITINE,NDA,-,NOVARTIS,False,Prescription,8278,1952-01-30,-,-,False,-
-,-,REFLUDAN,NDA,-,BAYER HLTHCARE,-,Discontinued,20807,1998-03-06,-,-,-,-
-,-,REDISOL,NDA,-,MERCK,-,Discontinued,6668,-,-,-,-,-
True,False,RECTIV,NDA,-,FOREST LABS INC,True,Prescription,21359,2011-06-21,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/021359_rectiv_toc.cfm,True,False,True
True,False,RECLAST,NDA,-,NOVARTIS PHARMS,True,Prescription,22080,2007-08-17,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/022080_reclast_toc.cfm,True,False,True
True,False,RECLAST,NDA,-,NOVARTIS,True,Prescription,21817,2007-04-16,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021817TOC.cfm,False,False,True
-,-,REBETOL,NDA,-,MERCK SHARP DOHME,-,Discontinued,20903,1998-06-03,-,-,-,-
True,False,REBETOL,NDA,-,SCHERING,True,Prescription,21546,2003-07-29,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-546_Rebetol.cfm,False,False,True
-,False,READI-CAT 2 SMOOTHIES,NDA,-,BRACCO,False,Prescription,208143,2016-01-15,-,-,False,-
-,False,READI-CAT 2,NDA,-,BRACCO,False,Prescription,208143,2016-01-15,-,-,False,-
-,-,RBC-SCAN,NDA,-,CADEMA,-,Discontinued,20063,1992-06-11,-,-,-,-
-,-,RAZADYNE,-,-,-,-,Discontinued,21224,-,-,-,-,-
True,False,RAZADYNE ER,NDA,-,JANSSEN PHARMS,True,Prescription,21615,2004-12-22,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021615s000_RazadyneTOC.cfm,False,False,True
True,False,RAZADYNE,NDA,-,JANSSEN PHARMS,True,Prescription,21169,2001-02-28,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-169_Reminyl.cfm,False,False,True
-,False,RAYALDEE,NDA,-,OPKO IRELAND GLOBAL,False,Prescription,208010,2016-06-17,-,-,False,-
True,False,RAYOS,NDA,-,HORIZON PHARMA,True,Prescription,202020,2012-07-26,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/202020_rayos_toc.cfm,True,False,True
-,-,RAXAR,NDA,-,OTSUKA,-,Discontinued,20695,1997-11-06,-,-,-,-
True,False,RAXIBACUMAB,BLA,-,HUMAN GENOME SCIENCES INC.,True,Prescription,125349,2012-12-14,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/125349Orig1s000TOC.cfm,True,False,True
-,-,RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN,NDA,-,EASTMAN KODAK,-,Discontinued,8592,-,-,-,-,-
-,-,RAVOCAINE AND NOVOCAIN W/ LEVOPHED,NDA,-,EASTMAN KODAK,-,Discontinued,8592,-,-,-,-,-
-,-,RAUWOLFIA SERPENTINA,-,-,-,-,Discontinued,9273,-,-,-,-,-
-,-,RAUWOLFIA SERPENTINA,-,-,-,-,Discontinued,9477,-,-,-,-,-
-,-,RAUWOLFIA SERPENTINA,-,-,-,-,Discontinued,9668,-,-,-,-,-
-,-,RAUWOLFIA SERPENTINA,-,-,-,-,Discontinued,11521,-,-,-,-,-
-,-,RAUWOLFIA SERPENTINA,-,-,-,-,Discontinued,80498,-,-,-,-,-
-,-,RAUWOLFIA SERPENTINA,-,-,-,-,Discontinued,80500,-,-,-,-,-
-,-,RAUWOLFIA SERPENTINA,-,-,-,-,Discontinued,80583,-,-,-,-,-
-,-,RAUWOLFIA SERPENTINA,-,-,-,-,Discontinued,80842,-,-,-,-,-
-,-,RAUWOLFIA SERPENTINA,-,-,-,-,Discontinued,80907,-,-,-,-,-
-,-,RAUWOLFIA SERPENTINA,-,-,-,-,Discontinued,80914,-,-,-,-,-
-,-,RAUWOLFIA SERPENTINA,-,-,-,-,Discontinued,83444,-,-,-,-,-
-,-,RAUWOLFIA SERPENTINA,-,-,-,-,Discontinued,83867,-,-,-,-,-
True,False,RAVICTI,NDA,-,HORIZON THERAPS INC,True,Prescription,203284,2013-02-01,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/203284Orig1s000TOC.cfm,True,False,True
-,-,RAUWILOID,NDA,-,3M,-,Discontinued,8867,-,-,-,-,-
-,-,RAUVAL,NDA,-,PAL PAK,-,Discontinued,9108,-,-,-,-,-
-,-,RAUTENSIN,NDA,-,NOVARTIS,-,Discontinued,9215,-,-,-,-,-
-,-,RAUSERPIN,NDA,-,FERNDALE LABS,-,Discontinued,9926,-,-,-,-,-
-,-,RAUDIXIN,NDA,-,APOTHECON,-,Discontinued,8842,-,-,-,-,-
-,-,RAU-SED,NDA,-,BRISTOL MYERS SQUIBB,-,Discontinued,9357,-,-,-,-,-
-,-,RASAGILINE MESYLATE,-,-,-,-,Discontinued,201823,-,-,-,-,-
-,-,RASAGILINE MESYLATE,ANDA,-,MYLAN PHARMA,-,None (Tentative Approval),201971,-,-,-,-,-
True,False,RASUVO,NDA,-,MEDAC PHARMA INC,True,Prescription,205776,2014-07-10,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205776Orig1s000TOC.cfm,True,False,True
-,-,RASAGILINE MESYLATE,ANDA,-,ORCHID HLTHCARE,-,Prescription,201970,2016-03-15,-,-,-,-
-,-,RASAGILINE MESYLATE,ANDA,-,APOTEX INC,-,Prescription,201950,2013-09-12,-,-,-,-
-,-,RASAGILINE MESYLATE,ANDA,-,ALKEM LABS LTD,-,None (Tentative Approval),201899,-,-,-,-,-
-,-,RASAGILINE MESYLATE,ANDA,-,ALKEM LABS LTD,-,None (Tentative Approval),201889,-,-,-,-,-
-,-,RAPTIVA,BLA,-,GENENTECH,-,Discontinued,125075,2003-10-27,-,-,-,-
-,-,RAPLON,NDA,-,ORGANON USA INC,-,Discontinued,20984,1999-08-18,-,-,-,-
True,False,RAPIVAB,NDA,-,BIOCRYST,True,Prescription,206426,2014-12-19,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/206426Orig1s000TOC.cfm,True,False,True
True,False,RAPAMUNE,NDA,-,PF PRISM CV,True,Prescription,21110,2000-08-25,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21110_Rapamune.cfm,False,True,True
True,False,RAPAMUNE,NDA,-,PF PRISM CV,True,Prescription,21083,1999-09-15,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/21083A.cfm,False,True,True
True,False,RAPAFLO,NDA,-,ALLERGAN SALES LLC,True,Prescription,22206,2008-10-08,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/022206s000TOC.cfm,True,False,True
-,-,RANOLAZINE,ANDA,-,TEVA PHARMS,-,None (Tentative Approval),208174,-,-,-,-,-
-,-,RANOLAZINE,ANDA,-,LUPIN LTD,-,Prescription,201046,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,74552,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,74662,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,74764,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,74864,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,75000,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,75132,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,75212,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,75254,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,75439,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,75519,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,75557,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,75564,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,77426,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,77602,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,78448,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,78653,-,-,-,-,-
